name,ja,zh
item.commuReleaseItem.imageCharacterSelectTitle,対象アイドル選択,대상 아이돌 선택
item.commuReleaseItem.giveItemToCharacterConfirmation,%{characterName}に\r以下のアイテムを使用しますか？,%{characterName}에\r이하 아이템을 사용하시겠습니까?
item.commuReleaseItem.commuReleasedTitle,コミュ解放,커뮤 해방
album.campaignOpenDateMsg,%{openDateTime}よりコミュ解放,%{openDateTime}에서 커뮤 해방
header.produceIdolChoice,プロデュースアイドル選択,프로듀스 아이돌 선택 
gasha.instantLottery.popReward.title,スピードくじ,스피드 복권
errorDialog.campaignClosedTitle,キャンペーン期間外,캠페인 기간 외
beginnerMission.staffComment,初心者ミッションを進めて報酬を受け取ってくださいね〜,초보자 미션을 진행하고 보수를 받아주세요~
beginnerMission.selectIdolPopTitle,初心者ミッションを始めるプロデュースアイドルを選択します,초보자 미션을 시작할 프로듀스 아이돌을 선택합니다
beginnerMission.groupLabel.label.1,好きなアイドルを育てよう,좋아하는 아이돌을 키우자
beginnerMission.groupLabel.label.2,1人目のサポートアイドルを育てよう,첫번째 서포트 아이돌을 키우자
beginnerMission.groupLabel.label.3,2人目のサポートアイドルを育てよう,두번째 서포트 아이돌을 키우자 
beginnerMission.groupLabel.label.4,3人目のサポートアイドルを育てよう,세번째 서포트 아이돌을 키우자 
beginnerMission.groupLabel.label.5,4人目のサポートアイドルを育てよう,네번째 서포트 아이돌을 키우자 
beginnerMission.groupLabel.label.6,5人目のサポートアイドルを育てよう,다섯번째 서포트 아이돌을 키우자 
beginnerMission.groupLabel.label.7,より強力な編成でプロデュースに挑戦しよう,보다 강력한 편성으로 프로듀스에 도전하자
beginnerMission.idolSelectNavigateText,まずは一緒に初心者ミッションを受けるアイドルを\n選んであげてくださいね〜\nおすすめのサポートアイドルをピックアップしますよ♪,우선 함께 초심자 미션 받을 아이돌을\n선택 해주세요~\n추천하는 서포트 아이돌을 픽업해드릴게요♪
beginnerMission.availableSupportIdolsDetailPop.title,プロデュースアイドル確認,프로듀스 아이돌 확인 
beginnerMission.availableSupportIdolsDetailPop.tips,%{idolName}さんのサポートに適した,%{idolName}씨의 서포트에 적합한
beginnerMission.availableSupportIdolsDetailPop.attribute,%{attribute}タイプ,%{attribute} 타입
beginnerMission.availableSupportIdolsDetailPop.tips2,のアイドル5人に来てもらいました♪,의 아이돌 5명이 와주었습니다♪
beginnerMission.idolSelectConfirmPop.title,初心者ミッション開始確認,초보자 미션 시작 확인
beginnerMission.idolSelectConfirmPop.text,選択したプロデュースアイドルでは\n以下のサポートアイドルが手に入ります\n初心者ミッションを開始しますか？,선택한 프로듀스 아이돌에서는\n이하의 서포트 아이돌을 얻을 수 있습니다\n초보자 미션을 시작하시겠습니까?
beginnerMission.idolSelectConfirmPop.txtNotice, 初心者ミッション開始後に選びなおすことはできません,초보자 미션 시작 후에 다시 선택할 수 없습니다 
beginnerMission.clearedAlert.title,初心者ミッション達成,초보자 미션 달성
beginnerMission.clearedAlert.text,以下のミッションを達成しました\n初心者ミッションページで報酬を受け取りましょう,아래의 미션을 달성했습니다\n초보자 미션 페이지에서 보수를 받읍시다 
countUpCampaign.unit.fes_raid_laps,周,
countUpCampaign.countUpText,%{unit}で%{title}達成,
countUpCampaign.clearedFooterText.fes_raid_laps,コラボフェスの到達周数でボーナスをGET!,
countUpCampaign.clearedFooterText.fan,プロデューサーズカップの累計獲得ファン数でボーナスをGET!,
countUpCampaign.closeAt,集計期間: %{closeAt} まで,
countUpCampaign.lastChallengeTitle,前回のチャレンジ結果,
countUpCampaign.pCupAttention,休憩時間中のプロデュースなどで獲得したファン数も集計対象に含まれます,
countUpCampaign.fanCount,約%{count}億,
downLoad.confirmTitle,データダウンロード,
evolution.confirm.comment,選択した対象を消費して、特訓をします\nよろしいですか？,
evolution.confirm.maxStaffComment,最大特訓はづきさんを消費して、特訓をします\nよろしいですか？,
evolution.confirm.notice,特訓はづきさんが含まれています\r本当によろしいですか？,
evolution.confirm.checkDescription,特訓を有効にする,
evolution.confirm.maxStaffNotice,1回以上特訓しているアイドルが選択されています\r特訓を開始した場合、余剰分の特訓回数は消失します,
evolution.confirm.maxStaffNoticeLevel,Lv.2以上のサポートアイドルが選択されています\r特訓を開始した場合、余剰分のExpは消失します,
evolution.normalInvalidBlockText,%{name}は\n他のアイドルや特訓はづきさんと\n一緒に使用することはできません,
evolution.featuredInvalidBlockText,アイドルまたは他の特訓はづきさんと\n一緒に使用することはできません,
evolution.featuredTrainingResultComment,%{name}の\r使用により、レベルが最大になりました,
header.idolRoad,アイドルロード,
idolDetail.fromGashaNoticeWithIdolRoad,最大特訓時、アイドルロード未進行の状態を表示しています。,
item.limitNumSimple,最大所持数:,
item.evolutionNotice,アイドルや他の特訓はづきさんと一緒に使うことはできません,
item.evolutionNotice2,すでに1回以上特訓しているアイドルに使用した場合\r余剰分の特訓回数は消失します,
item.evolutionNoticeLevel,すでにLv.2以上トレーニングしているアイドルに使用した場合\r余剰分のExpは消失します,
idolRoad.needsProduceEnd.title,アイドルロード進行不可,
idolRoad.needsProduceEnd.message1,%{idolName}は\n現在プロデュース中のため\nアイドルロードを進行する事ができません,
idolRoad.needsProduceEnd.message2,プロデュースを完了するか\nプロデュースを終了してください,
idolRoad.cantReceive.title,アイテム所持上限,
idolRoad.cantReceive.message,獲得アイテムが所持上限を超えているため\nアイドルロードを進行する事ができません,
idolRoad.rewardDetail.rarityUp.name,レアリティ上昇,
idolRoad.rewardDetail.rarityUp.comment,%{beforeRarityText}プロデュースアイドルのレアリティが%{rarityText}に上昇,
idolRoad.rewardDetail.unlockVoice.name,%{charName}\nホームボイス追加,
idolRoad.rewardDetail.unlockVoice.comment,%{voiceName}を追加,
idolRoad.rewardDetail.evolutionStage.name,特訓数＋1,
idolRoad.rewardDetail.evolutionStage.comment,%{rarityText}プロデュースアイドルの特訓数を＋1,
idolRoad.rewardDetail.trustUp.name,%{charName}の\n信頼度Lv.上限＋%{num},
idolRoad.rewardDetail.trustUp.comment,%{charName} の信頼度Lv.の上限が%{num}上昇,
idolRoad.rewardDetail.title.name,専用称号『%{titleName}』x１,
idolRoad.rewardDetail.title.comment,%{charName} 専用称号『%{titleName}』を獲得,
idolRoad.rewardDetail.supportIdol.comment,%{rarityText}サポートアイドルです,
idolRoad.evolutionStageUnlockPop.title,特訓数増加,
idolRoad.evolutionStageUnlockPop.message,アイドルロードの進行によって\n特訓段階が増加しました,
idolRoad.evolutionStageNotEnoughPop.title,特訓数不足,
idolRoad.evolutionStageNotEnoughPop.message1,特訓数が足りていない為\nアイドルロードを進行することが出来ません,
idolRoad.evolutionStageNotEnoughPop.message2,%{idolName}\nの特訓数を4まで上昇させる事で\nアイドルロードの進行が可能になります,
idolRoad.produceAttentionPop.title,アイドルロード進行不可,
idolRoad.produceAttentionPop.message1,%{idolName}\nは現在プロデュース中の為\nアイドルロードを進行させることが出来ません,
idolRoad.produceAttentionPop.message2,プロデュースを完了するか\nプロデュースを終了してください,
idolRoad.rarityUpPop.title,レアリティ上昇,
idolRoad.rarityUpPop.message,アイドルロードの進行によって\nレアリティが上昇しました,
idolRoad.trustLimitUpPop.title,信頼度上限解放,
idolRoad.trustLimitUpPop.message1,アイドルロードの進行によって,
idolRoad.trustLimitUpPop.message2,[%{idolName}]の信頼度lv上限が%{limit},
idolRoad.trustLimitUpPop.message3,に上昇しました,
idolRoad.roadRewardDetail.received,獲得済み,
idolRoad.roadRewardDetail.notReceived,あとミッション%{count}個達成で到達,
idolRoad.popReceive.title,アイドルロード進行報酬,
idolRoad.popReceive.comment,アイドルロード進行の報酬として\n以下を獲得しました,
idolRoad.needsEvolution,%{idolName}を最大まで特訓しよう,
idolRoad.canProcessText,あと%{canProceedCount}歩進めます,
idolRoad.recommendProcessText,ミッションをクリアして進めよう,
releasedCommentsPop.title,ボイス解放,
releasedCommentsPop.message,を解放しました\r\rホーム画面にて聞くことができます\rアイドルアルバムで再生のON/OFFが可能です,
