ja,zh
フェスって、こんなおっきい会場でするんやね……\n,"페스는, 이런 큰 회장에서 하는 거네……"
フェスってめっちゃ面白いの！　さいっこーの気分だわ！,페스는 굉장히 재미있네! 최고의 기분이야!
プロデューサーさん、\nちゃんと見てるっすよ,"프로듀서님, 
제대로 봐주시는 검다"
プロデューサーさんが一緒なのできっと大丈夫ですっ,프로듀서님이 함께니까 분명 괜찮을 거예요
ワクワク、\nだけじゃない感じっす,"두근두근, 
뿐이 아닌 느낌임다"
上手くいくか……占ってもいいですか？,잘할 수 있을지…… 점쳐도 괜찮을까요?
不安がないと言えば嘘になるわ\nでも、やるしかないのよね,"불안이 없다고 말하면 거짓말이죠
하지만, 할 수 밖에 없네요"
今日は、途中で失敗せんばい！\nたぶん……,"오늘은 도중에 실패하지 않을 거구마잉!
아마도……"
凛世は、ご期待に……\n応えられるでしょうか……,"린제는, 기대에……
부응할 수 있을까요……"
初めてのお客さんがいたら……ふゆ推しにしちゃうんだから！,처음 온 관객이 있다면……후유를 최애로 만들어버릴 테니까!
大丈夫でしょうか？\n……少し不安です,"괜찮을까요? 
……조금 불안해요"
失敗しないか心配、だけど、\n弱気はよくないよね！,"실패하지 않을까 걱정되긴 하지만, 
나약한 건 좋지 않겠지!"
戦う前から弱気になったら\nダメですよね！,"싸우기 전부터 나약해지면
안되겠죠!"
新しい経験だから、少し緊張しているよ……フフ,"새로운 경험이니까, 조금 긴장하고 있어…… 후후"
深呼吸です。すー……はー……,심호흡이에요. 스…… 하……
私、大丈夫でしょうか……,"저, 괜찮을까요……"
緊張しないと言ったら、嘘になっちゃいます,"긴장하지 않는다고 말하면, 거짓말이 되겠죠"
緊張なんてしてませんよー……\nホントーですからぁ,"긴장 같은 거 하고 있지 않아요……
정말이니깐요"
緊張はすっけど、\nファンの力ってすごいよね～,"긴장은 되지만, 
팬의 힘이란 건 굉장하지~"
貴方さまが、いないと……\nいえ……申し訳ございません,"당신이, 없으면……
아니요……죄송합니다"
貴方さまを、失望させてしまわ\nないか、不安でございます……,"당신을, 실망시키지
않을지, 불안합니다……"
お月さまの光はふんわりしていて、ピーちゃんの羽みたいにとっても優しいです ,"달님의 빛은 몽실몽실해서, 피쨩의 깃털처럼 아주 상냥해요"
"──プロデューサー！　その、
お団子があるんですけど、
一緒にお月見、しませんか？","프로듀서! 저기,
경단 가져 왔는데,
같이 달 구경, 하지 않을래요?"
"世界中どこでも、月の見える面
は一緒なんだって！　みんな同
じのを見てるってすごいね！","세상 어디에서라도, 달이 보이는 모습
은 같대! 모두가 똑같은
걸 본다는거 굉장해!"
うさぎがお月さんで\nついた餅……\nうまかやろうね～,"토깽이가 달나라서 맨든
모찌.. 
맛있어보이지라~"
ずっと黙ってたんですケドー\n私、満月の夜になると……\n…………嘘ですよー,"여태 말 안 했는데요ー
저, 만월의 밤이 되면……
…………거짓말이에요ー"
月を見ると、なんだか\n胸がざわめくような……\n……クス、なんてね,"달을 보면 왠지
가슴이 두근 거리는 듯해.....
.......후훗, 농담"
"一緒にお月見と洒落込みませ
んかー？　今ならつまめる
ものもつけちゃうよー","같이 달구경하면서 멋부려 보시지
않겠습니까? 지금이라면 간식거리도
같이 드려요ー"
ウサギさんカニさん……\nおばあさんライオンさん……\n月のみなさんこんばんは,"토끼씨 게씨.....
할머니 라이온씨.....
달에 있는 모든 분 안녕히 주무세요"
"ウサちゃんが、まんまるお月さ
までお餅つきをしてるそうです
……！　見てみたいです！","토끼가 둥그런 달님에서
떡을 만든대요...!
보고 싶어요!"
"積まれたお団子って、こう、
なんていうか……！　ロマン
があると思いませんか……！","쌓아놓은 경단이란건, 그
뭐라할까... ! 
로망이라고 생각하지 않나요...!"
月見って具体的に\n何すればいいのか\nよくわかんねーよな……,"달구경이란 건 구체적으로
뭘 하는게 좋은 건지
잘 모르겠단 말야ー……"
月は……くまなきをのみ──\n今宵くらいは見たいのです\nくまなき心を……,"달은……휘영청 밝기만 한데
오늘 저녁 정도는 보고 싶습니다
만월처럼 가득 찬 마음을……"
月々に月見る月は\n多けれど──……\n一番綺麗な月、早く見たいわ,"다달이 구경하는 달은
많지만……
제일 아름다운 달, 빨리 보고 싶구나"
プロデューサーさん、見て見てっ！　お供え物のお団子、ウサギさんの形にしてみたよ☆,"프로듀서님!, 이거 봐봐! 
공양용 경단, 토끼 모양으로
해 봤어☆"
お月様、見たい……けど、眠い……そうだ、今からお昼寝してれば……眠く、ならない……！,"달님, 보고싶...지만, 졸려... 맞아, 지금부터 낮잠자면... 졸리지, 않을거야...!"
プロデューサーさん。\nせっかくなので、お月見しな\nがら少し休憩しませんか？,"프로듀서님. 
모처럼이니, 달구경하면서
조금 쉬지 않으시겠어요?"
あのウサギ、すごい進化してるっすよね！　酸素がなくても生きられるってすごいっす！,"저 토끼, 엄청 진화 해있슴다! 산소가 없어도 살 수 있다니 대단함다!"
ぼーっと月見てるだけの何が楽しいんだか……ねえあんた、なんか面白いことしなさいよ,"멍하니 달만 쳐다보는게 뭐가 재밌다고... 저기 너, 뭔가 재밌는거라도 해보라구"
白いままだと美味しくないからさぁ、うち、みたらしをお供えにしたわ！,"하얀 그대로라면 맛있지 않으니까 말야, 내가 경단을 공양해버렸어!"
笑顔が固いなぁ,미소가 딱딱하구나
衣装が乱れてる\nしっかりなさい,"의상이 흐트러졌어
확실히 하세요"
ひゅーっ！\n衣装顔負け！,"휴우! 
의상이 무색해!"
良い顔です\n歌を楽んでいる,"좋은 얼굴입니다
노래를 즐기고 있다"
動きのキレがいまいちだな,움직이는 태가 별로다
動きがかたい\n柔軟したの？,"움직임이 딱딱하다
몸풀었어?"
いいねえ\n心にくるぜ！,"좋구나
마음에 든다!"
もっと声出してもらわないと,좀 더 소리를 내지 않으면
歌詞が違う……\nがっかりです,"가사가 달라……
실망이네요"
それじゃダメ\n可愛くないわ,"그러면 안돼
귀엽지 않잖아"
新しい表現も見せて欲しいですね,새로운 표현도 보였으면 좋겠네요
ガツーンとくるもの見せてよ,쾅하고 오는 걸 보여줘요
もっと良いとこ見せて〜,더 좋은 면을 보여 줘~
いい顔してる\nドキドキするわ,"좋은 얼굴이네
두근두근하다"
センターのボーカル、良いですね,"센터의 보컬, 좋네요"
センターのダンス、イイねぇ！,"센터의 댄스, 좋다!"
センターのビジュアル、しびれる〜,"센터의 비주얼, 황홀하다~"
ビックリだ……\nすごくウマい,"놀랍다……
굉장히 능숙하다"
空っぽですね\n何も感じません,"텅 비네요
아무것도 느껴지지 않습니다"
あ、ミスったね\nごまかせないよ,"아, 미스했군요
속일 수 없어요"
練習量を感じる\n……完璧です,"연습량을 느끼는 
…… 완벽합니다"
音程が……\nダメですね,"음정이……
안되네요"
めちゃくちゃ！\nリズムが全然！,"엉망진창! 
리듬이 전혀!"
最近根を詰めすぎだったからな\n今週は休みにして英気を養おう,"요즘 너무 끈기있게 자리를 지키고 있었으니까
이번주는 쉬기로 하고 스태미너를 채우자"
ほんとに！？　あんたわかってんじゃない！\n積みアニメに買い物に……何しよっかなー,"진짜로!? 너 뭘 좀 알잖아! 
쌓아둔 애니메이션에 쇼핑에……뭘 해볼까ー"
そろそろ疲れただろう\n今週辺り、友達と遊んでくるといい,"슬슬 피곤하겠다
이번 주에는, 친구들과 놀고 와도 돼"
マジで！？　ちょうど遊びたかったんだよね～\nサンキュ～！,"리얼!? 마침 놀고 싶었어~
땡큐~!"
今週はお休みにしよう\n好きにショッピングでもして気分転換するといい,"이번주는 쉬기로 하자
마음껏 쇼핑이라도 해서 기분 전환하고 오렴"
ホントー！　ちょうど欲しい服あったんだよね～\nありがとっ！　プロデューサーさん,"정말?! 마침 사고 싶은 옷이 있었어~
고마워! 프로듀서님"
今日は、好きなことしていいよ\n甜花も頑張ってるからな,"오늘은, 좋아하는 일 해도 좋아
텐카도 노력하고 있으니까"
に、にへへ……！\nお昼寝して……また頑張る……,"니, 니헤헤……! 
낮잠자고…… 다시 또 열심히 할게……"
千雪、たまには休んでくれ\nなんというか……心配でな,"치유키, 가끔은 쉬기도 해줘
뭐라고 할까…… 걱정돼서 말야"
そんな……自分で選んだことですから\nでも、ちゃんと休んで、もっと頑張りますね！,"이런……제가 선택한 일이니까요
하지만, 제대로 쉬고, 더 열심히 할게요!"
このところ恋鐘は頑張ってたからな\n少しぐらい休んでもいいんじゃないか？,"요즘 들어 코가네 열심히 했으니까 말야
조금 쉬어도 괜찮지 않을까?"
うん、そうやね、ちょっと休憩するばいー\nプロデューサー、心配してくれてありがとー！,"응, 그라제, 쪼까 쉬어야 쓰겄소-
프로듀서, 걱정해줘서 고마워야!"
今日は休みにしようか\n疲れを取って、また頑張ろう,"오늘은 쉬기로 할까
피로를 풀고, 또 열심히 하자"
本当ですかぁ？　ありがとーございまぁす\nお風呂に浸かってゆっくりしますねー,"정말인가요? 감사합니다아
욕조에 몸을 담그고 느긋하게 있을게요ー"
